Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
Russia,2001,Wind,75137.58221,25508.76616,6632660234,463867.5516,153.6566482,0.569946753,0.380805941,271854456.2,3.082092699,7340422741,199,74.12914357,4.90033E+13,1051612704,0,1,0,0,3.320087529,0.228500609,4.764095405,0.254597345,985120.7393,27.33781809,137.8719329,13.3317074,83.01820924,93.48409116
USA,2014,Wind,10964.76879,18139.55912,1066270663,267626.7807,463.9979814,0.3695042,0.265601067,247514639.4,44.76564436,8760259243,347,61.90781045,1.84675E+13,1292204876,1,1,0,0,73.10057732,9.440887773,2.482483319,3.592013709,988439.4753,15.73414151,257.0263786,4.537370543,8.619588658,10.37456483
India,2007,Wind,21597.56008,13842.57138,4396366569,623297.6856,561.4548369,0.18174707,0.347977132,699624813.4,0.622100655,2732816793,17,67.82343247,3.73615E+12,1347400717,1,1,0,1,3.268899643,1.088356849,1.02255949,3.022385236,624721.5614,33.17916446,251.5201886,0.243644041,95.42143806,70.71817128
China,2010,Geothermal,12592.79572,38335.5504,672234613.4,272695.036,867.1113554,0.110130291,0.201771745,31673539.13,31.12735292,6197257224,621,14.96989711,1.72846E+14,156786233,1,0,1,1,7.873322522,0.855636407,5.595616641,6.422554729,313844.1749,38.72342195,105.9716358,10.67399882,52.28093807,66.16966358
Canada,2001,Biomass,56026.06337,12690.1443,1168949675,81904.18217,973.5223134,0.481372851,0.354750374,827459717.6,95.25445325,6677988184,729,17.25561801,1.22321E+14,957667995,1,1,1,0,33.13937883,1.788254242,7.678960696,6.971872011,926740.5456,10.85274979,257.8958868,3.546262107,36.28240351,61.62989497
India,2007,Biomass,18370.44827,28079.46172,2999625283,221104.0706,87.41176387,0.855057461,0.395182846,180069372.5,25.32831811,2602277147,632,89.01662127,1.85121E+14,1346921319,0,1,1,0,41.18669048,0.741610636,0.539308624,7.056432696,899205.0378,32.14351277,136.5280134,7.827315335,8.929077472,9.627453478
Russia,2006,Biomass,4337.622855,5350.971614,4031695960,996068.634,64.58317356,0.919194866,0.165661674,572906416.2,81.66667702,625441550.5,195,81.55067878,2.94322E+13,1245740996,1,1,1,1,18.58768007,8.090287374,7.571263744,3.080159709,544976.3745,6.770271736,185.6308345,14.23320492,55.05632357,78.48691892
USA,2001,Solar,32006.46149,23385.15597,1317461487,151630.7871,631.7414815,0.440084241,0.380801706,279330488.7,61.59994483,3434082760,114,18.27836508,5.63153E+13,692678394,0,0,0,1,98.29217672,5.742459236,8.881611484,0.317677329,20230.85034,3.026973796,263.5784692,3.980558411,17.81904763,50.32683377
India,2009,Geothermal,19933.02574,37988.50021,6557171479,517170.7595,62.96208173,0.980661632,0.175159375,827828596.8,87.51086371,350507971.6,423,98.54817694,2.85461E+13,792549701,1,1,1,0,5.427095772,8.341639224,7.5485373,6.829741239,560417.8946,19.99431881,211.1513338,0.666423585,18.6064257,51.42992175
Canada,2023,Solar,36943.58988,21391.34593,3626031203,623326.0208,338.7922655,0.576604268,0.301233493,522243121.2,56.48818448,1278122327,973,10.32788685,3.55247E+13,1329182285,0,0,0,0,20.85625312,1.228119027,4.03282021,2.630753745,147579.9348,-1.680043736,295.6796335,11.03265053,55.95741857,71.30581785
France,2023,Biomass,40473.09542,40487.27159,1391570840,353389.3018,871.4391659,0.225252715,0.10963389,473429055.1,25.08069946,5213055512,390,9.239323069,2.60649E+13,1361546862,1,1,0,1,79.12196617,0.459503453,9.01271374,7.727793698,977735.6981,10.66575368,166.3218086,8.613758272,86.16945555,86.84851653
Russia,2008,Biomass,41095.64624,5180.912015,2601243523,564420.6198,826.7721181,0.702498589,0.164823974,313989426.6,15.02235823,9688592947,187,71.91745618,3.54171E+13,207623886,0,0,1,0,80.52045889,4.369418027,7.153329828,5.403548049,968029.7978,-1.161140298,148.2430041,0.358064161,71.36239452,8.296599608
Canada,2010,Hydro,93117.96153,3607.446766,3289667346,236097.8825,491.9804107,0.971970521,0.241774927,114337090.6,70.68274037,5432695816,595,88.86952094,1.81336E+14,98019944,1,0,0,1,79.19195349,4.820970978,2.418475128,8.999776054,378519.6864,17.11961365,147.0654143,14.26842219,77.92000515,50.44222823
UK,2021,Biomass,6293.763923,37453.96358,5160276301,639909.0126,750.8520742,0.233093446,0.218199032,611319894.2,70.15630017,2664123931,325,42.44308208,9.74587E+13,952509995,1,0,0,1,65.07568212,9.445619427,8.294305945,2.617826364,186661.0325,-6.88921591,193.9988158,6.684494056,73.70372022,69.61407969
Brazil,2000,Hydro,52656.45718,17809.25096,2901947353,644569.4821,540.7606432,0.44233278,0.136892444,895687769,86.95684172,2788165039,409,34.4952565,9.50999E+12,1333120369,0,0,1,1,77.22675998,1.012687325,5.158722789,8.54547842,526527.3581,-8.788216581,228.212072,11.90829413,50.04256384,96.43838922
Canada,2004,Hydro,36362.1145,19440.85803,317665305.3,984409.2614,13.14176564,0.003919513,0.273659708,997030085.2,17.4103,5158728124,278,79.05784925,8.46828E+13,669289530,0,1,1,0,46.41561079,7.786279528,5.691108169,1.882160911,896348.9066,17.49875103,287.4719839,3.565517795,68.42056914,43.9415688
USA,2009,Wind,70891.51598,28542.35793,8150261377,15694.7004,751.7620861,0.051587931,0.209929058,515853908.6,69.68320509,6531479148,315,67.73985873,1.79782E+14,309379503,1,1,1,0,77.83106149,1.14218703,1.163637846,4.080266522,371678.6875,17.0132673,274.866065,2.015557595,51.40228371,12.63246333
Japan,2015,Hydro,79603.97912,15145.16341,7596920673,144332.0904,744.9453979,0.576115036,0.491577256,124623766.8,20.52361347,9428921579,192,51.36905898,1.73829E+14,466244342,1,0,1,1,79.95618794,0.13178823,2.691905575,7.551751902,822960.9659,24.30346016,106.6032431,12.66222483,75.59322648,89.1369196
China,2023,Biomass,98172.26809,42499.14817,277227896.4,920029.4855,275.4394563,0.580734364,0.438402524,95713803.31,22.80467137,2572765911,68,46.45692821,1.46192E+14,358916864,1,0,1,0,83.15427178,7.236731546,3.312791877,9.141932725,360934.6126,24.00412228,118.9370732,10.38113564,73.24973761,87.69807152
Germany,2015,Geothermal,78966.72962,16599.74673,6415267491,462004.6971,444.0801961,0.575896437,0.44038129,196596602.3,31.56870854,2452095875,359,90.94649811,2.71447E+13,102734977,1,0,1,0,7.490884344,8.35870919,5.211827611,1.597063055,591682.2747,22.23452329,278.3049087,2.93551926,52.86631095,53.03594849
Brazil,2017,Geothermal,72351.03889,49939.8032,5674979287,708950.1845,673.4857391,0.018198889,0.093442102,897055803.4,82.4870405,238972389.8,984,29.69951595,5.91276E+13,1399837339,1,0,0,0,54.92018361,3.447161668,7.72742006,4.144967325,805150.1709,29.76350752,216.1426509,6.651972243,6.454541072,50.60944116
Canada,2023,Wind,93394.82903,47228.02302,7037295377,760197.1125,634.6782586,0.093877896,0.390464288,104306894.5,2.14174747,1660100244,217,46.68903126,1.52386E+14,386538499,1,0,0,0,37.99506097,4.309638929,1.208971287,4.524432816,128911.1299,1.030176093,215.9073735,4.775993125,47.30143157,39.07797738
Germany,2005,Biomass,39377.38919,46590.49751,821428402.7,219861.3253,277.8804744,0.485611063,0.305313739,413692843.7,0.481896115,4968754490,257,51.8195655,7.54044E+12,483599302,0,0,1,1,10.34304574,6.284217566,2.796782071,6.216240762,69958.97181,-7.108588557,265.5435634,10.80796145,65.24628661,58.80248199
China,2017,Hydro,37191.97266,49587.12136,5721125688,539095.7439,573.6446269,0.173667024,0.34470138,997907497,27.75254686,709221661.8,56,29.98435264,7.52511E+13,1497263047,0,1,1,1,19.2529071,7.676336999,7.230252478,0.015990688,62075.85913,3.773382572,234.0315685,11.90916927,10.34382919,97.69693634
Japan,2019,Hydro,86163.31932,26868.5279,6372940972,697602.4103,746.0893263,0.396023968,0.064616895,165105892.6,20.77822738,4517561221,663,66.17808934,1.20958E+14,854988487,0,1,1,0,48.23069944,0.498379027,0.253453133,3.587621816,284316.2198,23.66348225,265.1805701,7.198825306,39.119823,85.75738948
Germany,2023,Geothermal,15387.51061,42379.4309,8576739104,424807.6952,563.9102588,0.659546833,0.083852804,118188299.7,65.65820434,2500704644,856,55.16801404,3.28359E+13,1051266526,1,0,1,1,84.45775566,8.964551372,9.578969143,4.998015824,120141.6554,31.72287395,274.4715952,12.34103488,66.18527803,79.78801609
China,2016,Biomass,98421.07477,2356.529193,399990177.3,311473.4319,407.8523785,0.963055029,0.350108117,350849277.5,33.52255101,1544663891,739,29.40025806,3.26124E+13,1186905100,1,0,1,1,81.76889281,0.860485249,0.628249703,8.979276254,54442.31709,4.840848472,122.8458879,0.122481593,10.27808824,85.21981559
USA,2016,Biomass,56070.63945,17490.30883,2375414377,481964.3185,150.1333107,0.877185281,0.423498941,799623165.8,88.40990472,6870529893,587,43.63553585,1.2846E+13,890407573,1,0,0,1,35.01744129,5.990689512,7.179487548,1.125144244,359772.9231,22.05472392,127.9002449,0.687062531,44.43575929,69.19406001
India,2019,Biomass,68921.24891,20056.18389,6488332904,908576.3282,724.2074407,0.914614048,0.170279872,889525682.8,64.83107485,8769872813,280,59.35791429,2.44516E+13,536928026,1,1,1,1,95.50848799,2.865223454,5.592274164,9.283793141,397675.1391,4.253665948,198.4904209,0.517775362,22.97523063,28.21816338
India,2007,Biomass,55381.26273,42278.42744,911125397.1,593314.0912,262.8018648,0.864220339,0.245981726,98273583.54,38.3302679,5378844016,797,36.37196108,3.64478E+13,1095551128,0,0,0,1,67.1582733,0.697461563,9.51938708,4.774531582,626770.5082,0.538167325,123.8137726,13.66057717,96.10982031,39.89000488
Japan,2005,Geothermal,42608.49491,49611.83339,8676231125,674375.3357,984.9966912,0.153118604,0.26766416,250649182.8,31.27477387,5860101107,234,44.38861389,1.03663E+13,1317827014,1,0,1,1,74.84904145,2.958946454,5.415720059,5.105470751,271036.8175,-2.602849267,288.0562225,1.001019839,94.80422902,14.61026012
Japan,2002,Geothermal,3413.79724,19756.90863,1487331385,897683.6988,73.13146732,0.622560987,0.115979231,113937196.1,97.82776328,8576043666,966,53.23271361,6.21166E+13,553134170,0,0,1,0,12.05862181,9.170972769,9.21253097,1.157557489,259704.3863,-7.328822763,108.3498046,0.879609618,81.36573149,91.0143759
Russia,2002,Solar,22135.61674,29609.19626,8568235930,188849.7622,915.9655227,0.615373801,0.124713291,610066989.4,69.14416511,6584834426,617,51.58502557,4.12432E+13,523857500,0,1,0,1,88.97717698,0.978860136,4.477954952,5.663489695,256853.8979,4.789403206,157.6679348,0.388448876,27.7964586,65.71444862
France,2009,Hydro,51192.87598,16913.1422,2957647158,64214.93222,485.7684134,0.337712644,0.269471739,144512196.4,98.9958275,7655061744,132,45.8847674,5.80129E+13,1360670283,0,0,1,0,51.02723869,8.094280691,7.860788895,4.376603909,738731.079,21.21475864,159.6220282,1.655901662,97.78967272,84.91197383
Brazil,2023,Geothermal,92176.15428,28664.93125,3289544014,795919.8011,111.6881261,0.61408407,0.288174805,738160197.6,42.73834332,858798230.1,927,35.38946362,8.56334E+13,681503727,0,0,1,0,27.71081489,8.665937817,1.190634249,0.918821342,474522.8297,28.06938369,238.8867216,13.71995203,95.31620988,64.21113565
France,2018,Wind,66922.2748,20850.80633,2425027780,959996.2861,940.9914621,0.836630845,0.280968092,29549760.61,22.16502107,6771915208,340,26.51218727,1.51407E+14,823190750,0,1,0,0,49.22547782,1.396223244,6.897435243,0.504377937,11529.79769,22.96718981,207.0195933,2.015329891,16.89932767,8.03991376
Japan,2005,Biomass,73204.54669,24764.91131,9111318479,569610.6649,890.4192103,0.194639123,0.050125297,664834364.3,54.26779332,2895767046,708,4.381081435,1.37219E+13,857024070,1,0,0,1,59.41485561,8.31050656,4.826479833,3.074100984,957468.4773,23.32805442,162.4487001,14.58239564,2.199911808,56.36932117
Japan,2022,Hydro,47146.18836,29106.28817,8045717983,894909.7572,743.5547312,0.766565503,0.150579533,600601285.6,15.2127642,2457893039,113,47.40039038,1.45906E+14,762402801,0,1,1,1,28.36344083,4.395440592,3.827647628,7.656236864,19800.921,31.06919677,154.4006017,5.51697498,56.5484475,86.3680961
France,2010,Hydro,13035.59534,22890.62002,2736650391,673214.5129,269.9315774,0.90006356,0.149804277,69547005.6,91.5324739,5041505517,617,26.42798814,1.30041E+14,436771140,1,0,0,0,17.33620139,3.840259285,5.61054576,2.030100249,667485.9036,31.82380565,209.2867451,11.03603725,23.96542721,58.57355421
Canada,2019,Wind,22149.38966,5729.699953,359029351.7,149080.1814,682.0287393,0.924728973,0.100840184,376826919.5,66.90972226,6007875645,778,55.29027364,1.44623E+14,394707561,1,1,0,1,22.82052125,0.719508511,5.592315825,5.26385057,982177.0515,25.81204242,179.8214106,13.90653689,92.80438774,24.92531086
France,2002,Solar,77372.3655,46303.17551,8404448192,88064.62613,533.9969645,0.917475372,0.441028617,282367421,84.26381775,2254855396,348,0.75954759,1.84534E+14,1091695924,0,0,0,0,22.66638136,0.101005083,4.038916615,3.827728946,47936.98421,28.02591757,274.2974988,5.693210414,99.32249792,83.25138575
France,2017,Geothermal,32850.94081,33230.46942,7154363869,577467.2009,178.0044463,0.291767632,0.440616007,445804127.5,83.62760549,2950849326,833,32.33489552,9.86985E+13,273101311,1,1,0,0,59.35964016,3.743865523,9.199699554,3.421767251,92948.76435,9.159536659,117.1684724,3.782928136,75.28559637,63.45123884
India,2013,Hydro,61363.71212,46260.76892,677911365.5,287985.3968,179.096395,0.116335207,0.253891122,794347547.1,78.10381862,6507125475,756,49.85767397,4.69115E+13,1211533887,1,0,1,0,86.53425605,4.096320833,4.75011827,9.633852927,138849.0791,7.604322607,174.1395019,9.369129841,75.76931685,22.14153109
Australia,2016,Hydro,61594.51986,48167.81887,9844826725,111826.6858,829.2304395,0.89868448,0.409831562,273200116.3,15.67882164,8268598297,649,49.99637365,1.49235E+14,229562493,0,1,0,1,91.63751844,3.472994305,0.412793566,8.640330488,392034.4157,33.78118876,130.2740163,2.701023219,76.4524124,9.898254588
Germany,2020,Geothermal,7540.285918,19996.25325,9668754051,323570.6705,895.5922212,0.025824876,0.218693272,677992080.1,86.97858425,3771155610,863,88.31642788,1.25688E+13,1331533761,0,1,1,0,54.75796953,5.230157816,5.705426803,8.906186146,817555.9569,27.76627242,144.2936774,10.9868935,26.61801481,89.31254596
Brazil,2005,Biomass,33209.90742,39284.76371,2284659809,293958.7039,427.6111684,0.146004249,0.404099317,477515988.2,69.71811221,9666055832,280,29.79449933,1.29491E+14,1354787916,0,1,0,0,49.21957971,3.194157133,0.630179392,3.364266471,551177.7099,4.525902667,204.4525397,12.31431601,4.24963211,70.40487998
Germany,2020,Solar,95356.94726,21505.70341,7646276958,652473.7816,861.714985,0.681492098,0.33664835,351019253.1,69.64650497,1177325846,132,40.46831756,4.02833E+13,626847710,1,0,1,0,46.23462638,7.109113042,0.316479163,0.344686527,600059.7852,12.24553175,101.6843669,13.41895549,5.850662766,47.39731946
Japan,2016,Wind,55085.62453,23916.79377,1603131471,729840.57,855.419389,0.869240266,0.386297094,816797123.6,65.55791549,9799021507,686,47.19329586,1.60441E+14,672590361,1,0,1,0,8.095483423,1.083971209,4.501346215,3.537951234,580157.7933,35.79776009,164.5707046,13.04907331,71.88275778,24.72472831
USA,2003,Hydro,57532.61494,10890.49147,6657776131,540907.504,808.4864605,0.35781589,0.443112835,988123713.4,71.47130578,554214308.3,928,37.38924399,1.64294E+14,79064682,0,0,0,0,51.45215929,9.176612384,4.753222143,0.244696298,762303.3555,5.813622445,234.2994592,11.22132803,92.79424855,71.88541508
Brazil,2018,Solar,96473.20602,47469.50397,5335038445,350922.3598,94.12663634,0.842736881,0.292344952,513639368.9,94.36719172,5597921076,876,41.38075763,1.78368E+14,431738573,1,1,0,1,29.51733187,7.798063498,6.161633888,1.364600977,541005.1967,34.56476183,214.952473,1.981382321,37.91536294,13.58329243
Brazil,2010,Hydro,65228.73089,24657.92524,6175086866,178042.3169,328.494189,0.660436051,0.253482643,846696932.2,25.48357478,9005938628,719,69.42964865,1.48421E+13,1481176058,0,1,1,1,82.01198584,1.889526506,3.229481656,2.37919782,678033.2471,7.474386939,295.2110012,8.434398873,61.63421893,26.8917846
Japan,2001,Solar,20492.38005,30921.94979,2303756667,62626.43257,252.9741099,0.851828106,0.26589831,51195811.19,80.72756424,8475763957,851,35.78950805,2.65893E+13,744429899,1,1,0,1,6.02859428,4.416067951,6.918388879,3.687775414,349137.3638,35.95145017,294.7248371,4.553080051,80.40479649,50.49767042
India,2011,Geothermal,13240.09105,20156.30795,2997771910,497492.0916,799.2503381,0.682609279,0.091046046,893170477.5,4.301374972,8790208368,56,99.52679854,1.34832E+14,1276433875,1,1,1,1,36.71244735,8.669908099,1.516147156,0.912632661,747382.496,-2.604440109,123.6578084,11.90464742,77.93456584,50.68589626
China,2020,Hydro,77589.40423,40332.69433,3254739867,689276.3762,26.41345346,0.036951338,0.495168944,963212703.5,66.65318437,4501427416,454,5.672980776,8.36235E+13,911121371,1,1,0,0,34.27331302,7.440384467,4.555049976,5.369218512,910615.6625,32.04238827,292.5038343,1.952842217,49.98443832,2.293703065
Brazil,2006,Solar,26315.63384,45658.04863,6829866865,817659.256,715.9925938,0.940812374,0.284294345,354669248.8,11.03691094,1856730214,504,81.53619008,1.29054E+14,1308701427,1,1,1,0,69.40413052,1.680484589,7.4158845,2.329580638,710955.038,25.21063587,158.5005313,2.299627562,23.27415207,12.81008586
Germany,2014,Wind,5656.90599,20658.70473,7703453579,997437.3357,924.6297211,0.872361212,0.498041253,200865724.7,63.04955369,7641579271,237,55.12202854,1.10481E+14,926881425,1,0,0,1,54.15526217,8.9863442,6.988344927,4.415363297,695687.1214,-1.998583502,256.7509535,10.96116215,89.33686008,32.29548661
USA,2001,Biomass,43771.5763,39682.62573,2416792987,468203.7341,522.6213881,0.143167302,0.18009554,867611443.6,27.86928132,9090635720,127,79.02718436,1.73406E+14,197221235,1,0,0,1,93.77153661,8.889164529,7.9058342,8.523778301,114598.1045,24.84155544,228.7199134,13.36357207,28.58791233,63.39111582
Australia,2018,Geothermal,42554.21417,26656.2929,8133366531,425120.0746,886.2343834,0.940827107,0.388048262,853431641.4,72.65095029,7237748366,215,31.86942521,9.43726E+13,1191062935,1,0,0,0,92.33734249,8.66310079,2.533820688,6.082797511,766881.1352,26.38003447,174.5806538,4.098771975,72.07892858,74.43835348
Germany,2015,Wind,77614.09905,7032.689268,623646473.3,579609.4301,147.3182454,0.024094155,0.209593726,95722780.13,0.110933167,3048582009,691,82.59517863,1.30743E+14,956132372,0,0,1,0,80.52829386,8.964053843,0.931799374,9.828590346,859617.3134,7.834491963,259.2634217,14.96200561,73.78263909,68.85428618
USA,2001,Wind,70539.6352,14266.55875,5402212574,41235.65357,77.51435548,0.817010887,0.217567897,110667799.6,50.23901231,9045417386,399,80.52236085,3.67786E+13,264667940,1,0,1,1,3.699157964,8.8563498,5.684143978,8.201973646,653973.8822,5.758239426,124.8574711,7.873908452,87.3633318,25.28047121
Brazil,2000,Geothermal,95698.0267,20311.14908,2291291261,600780.5251,192.3297924,0.326949459,0.452452591,186010358.1,31.57273352,7645790120,550,3.929823432,9.33608E+13,1299354473,0,1,1,1,17.79058947,0.712403093,7.869265595,3.485962465,921443.8371,6.154527597,210.9874063,0.939193422,1.121219886,34.91742784
USA,2022,Solar,33851.8503,27673.25846,9513058418,763942.8953,203.9480699,0.040396208,0.491895872,995103700.5,68.7406014,4661780478,187,67.65944017,1.76764E+14,7940294,0,1,1,0,73.88013871,4.613783884,0.760250197,3.178301029,48682.1428,31.51964983,242.6259855,11.14099909,3.561842551,87.50847252
Brazil,2005,Solar,44304.04761,40078.67241,5028950441,525393.4348,562.4077515,0.264015943,0.47814613,136487498.5,13.32282261,928862260.5,727,66.55130829,1.30972E+13,36635132,1,0,0,0,82.4187661,6.804399507,7.51520247,7.918501913,922627.4193,16.55262171,267.1739353,13.1754713,32.95628271,82.57629764
France,2014,Wind,41749.58379,17165.97387,6255245160,577771.3736,738.5099738,0.434645517,0.102663362,927672122.9,59.38748604,1818171886,595,20.61766025,4.29826E+13,1166493629,0,1,1,0,45.12976411,3.570832922,1.691081501,0.836240151,159204.2111,33.76662722,173.1882037,6.882808327,72.40184342,62.25945961
Germany,2012,Hydro,17034.75229,38354.06706,6009317737,507624.7583,887.6066383,0.008544617,0.418053183,477701901.3,89.87605698,9465728944,687,61.62977743,2.64331E+13,625709407,0,0,0,1,18.21480263,7.506725262,0.495352171,3.663259453,302752.9738,17.18035984,153.735764,8.895436165,15.38307777,75.27588119
India,2010,Wind,3782.82038,29537.89877,5974605172,471998.2127,273.4518829,0.457014132,0.119602607,872309938.6,42.58267833,8364928750,867,55.41877092,1.02604E+14,1211640055,0,0,0,1,40.04974825,3.430480676,2.204386326,1.031615803,679418.0611,33.66054519,242.5536477,9.500482882,95.35986964,90.87234351
India,2021,Solar,37669.24745,32924.99544,4582759113,119304.464,1.157293678,0.121736924,0.403267192,259738398.7,2.346446801,2682209120,672,30.06855678,1.63014E+14,64148687,0,1,1,0,91.71847988,8.391874859,3.200839478,5.410919771,114141.4098,33.23975486,283.5259715,3.803076268,97.77598211,83.14659975
Brazil,2014,Biomass,54146.65411,20892.23034,7189353420,351554.9172,903.0207935,0.803249335,0.211530354,46748973.53,72.79764742,5861945859,273,78.1148488,1.68121E+14,1473696070,1,0,1,1,56.68660985,7.779831824,1.288826827,5.435806547,8287.009701,-0.216260366,210.4468779,6.209640809,45.64102341,44.82056699
Germany,2005,Geothermal,88720.05667,9154.134597,9755525744,236612.765,565.7230832,0.625107753,0.242965051,25921147.53,88.6082188,6787175198,335,54.09302031,1.09067E+13,1459395112,0,1,0,0,36.13036295,0.265712399,8.765226592,2.705176704,26856.9575,34.32105567,100.4308978,3.675394195,71.30246136,70.67776433
Brazil,2014,Hydro,9386.00075,22850.40149,894996760.5,647064.8708,629.9126598,0.926210627,0.085260207,33926593.63,12.2532007,5916087536,73,50.46822185,1.61503E+14,647372328,1,1,1,1,43.26007725,2.224802473,3.271744073,6.591630223,557735.5537,-7.097967799,274.2425447,12.86118264,64.53874466,45.24499541
Japan,2010,Solar,60753.68244,44162.78604,2497640267,462623.0453,976.1489853,0.054919013,0.076314256,244660437.5,46.9246403,4186390797,667,39.47526921,8.09442E+13,859175821,1,1,1,0,77.48184783,5.665798103,0.964796309,1.879602752,433037.1314,32.20737003,176.9965199,10.54575669,45.85469118,98.17501282
Germany,2022,Hydro,37286.76841,13801.43986,6022672243,468029.228,957.438889,0.92213451,0.40792093,648059377.8,78.1202436,2688376916,619,74.52305409,9.62456E+13,529008065,0,0,1,0,79.99428736,8.380935275,7.551567938,7.244427318,62213.46459,-2.408688901,256.835248,5.78767225,47.87707437,77.37884103
USA,2002,Solar,87519.50339,17209.51414,2903334194,700508.969,613.5821321,0.348989448,0.211936933,310980724.1,9.607650305,7305618940,440,72.965619,1.7832E+14,741884520,1,1,1,0,97.44709919,4.570554309,9.857398185,2.441776769,56450.95954,-8.378055266,287.8808191,6.35903858,32.14995885,71.13636527
Brazil,2018,Hydro,67516.67593,6348.196114,3284621454,641715.2496,582.2462228,0.429019913,0.472030178,271105778.7,82.37318555,6018446409,510,99.74764641,9.44185E+13,93243807,1,0,0,1,92.8737734,0.0141734,1.345285795,3.917103022,631303.6459,36.71719017,164.5689095,11.72440403,51.73430055,98.34023382
France,2012,Wind,54463.96268,23975.92528,7682106684,430096.9243,447.0311988,0.943259144,0.273557653,141286120.3,95.46618415,9009723179,252,39.83109083,6.53492E+13,176264210,0,0,0,0,7.358658094,7.488737189,2.269748988,3.618217097,662964.243,2.703439139,251.1026081,14.39828,84.01882954,35.59190703
China,2004,Biomass,83220.30414,49142.94659,1018262792,965283.0188,995.0536547,0.948929758,0.417270982,937703573.7,97.25973741,7721244601,816,91.91646286,1.03216E+14,1362328023,1,0,1,1,20.28507375,5.913940309,6.127094571,1.139246985,680449.1742,-5.48156216,119.9433163,10.4802455,14.75421208,32.21416614
Germany,2010,Geothermal,74101.78945,5986.180545,75135710.35,294555.3283,248.55878,0.760475351,0.159373088,250245041.3,5.752382492,9475127308,823,73.28659258,1.29175E+14,1438642568,0,0,0,1,15.6620534,9.8204595,4.835217144,0.132719246,8171.608303,30.78850177,259.2048846,2.809137393,57.72188855,57.40028986
France,2018,Hydro,54977.65177,11341.02701,6256784694,304016.3932,903.7063435,0.471349603,0.375257707,660812470.6,86.40559148,1985840202,675,21.27879477,1.46654E+14,425074040,0,1,1,1,85.04105698,6.908814012,3.179172978,0.098917056,11825.95585,-2.351992552,156.4673057,5.447905908,49.51020212,89.52367305
China,2010,Wind,23182.16933,30025.52847,8548015471,286073.0756,131.4565283,0.760856315,0.263987832,892972355.6,60.45491825,9618188938,731,21.241942,1.51801E+14,957441024,0,0,1,1,23.82948217,6.319946015,6.636668477,9.289470865,353715.0077,15.42161137,299.9983645,12.38758256,18.35795934,94.46364033
India,2019,Hydro,9896.2579,19330.70669,394276805.5,643192.2518,608.3188507,0.80789154,0.279551275,549659432.1,43.57049988,1285076887,549,72.76314474,1.52792E+14,304240938,0,0,0,0,50.81942847,0.504514404,5.876483328,7.637816829,517412.8353,36.48776609,231.0210993,9.179682842,4.257047935,65.13300012
USA,2023,Geothermal,85479.70831,37435.55238,2760069933,545734.8107,675.8717611,0.789449655,0.336130085,803820646.5,19.42898137,9360952005,827,73.28202635,1.6439E+13,617592132,0,0,0,0,9.820981411,3.18327902,3.907395413,1.683783103,16980.35042,8.965283178,143.5266573,4.745036001,77.76211655,53.70907729
Australia,2006,Biomass,90149.40833,7759.766625,5603858411,960011.5275,952.9294885,0.365039294,0.058000154,521075903.8,56.43204043,8758333973,763,4.961172936,1.22727E+13,1021528339,1,0,1,0,72.03380372,8.53702355,6.115163124,8.280151131,468837.9756,34.15227742,102.5213864,2.095060909,75.54049859,85.1851917
Russia,2002,Wind,70620.11517,49454.0225,2496521140,410463.2255,48.34702133,0.260049746,0.26273607,370939822.2,4.244172176,5393182137,454,19.88289978,3.4099E+13,1005685430,1,0,1,1,28.35861982,7.974258006,0.912478916,9.774671997,940940.2059,-7.483989043,199.3837182,1.372981397,83.64861949,0.819200346
India,2012,Hydro,4175.45515,10256.6462,4388794755,513697.4051,880.0335404,0.328716514,0.449584014,182266051.7,54.96716646,8892806450,696,23.8579761,9.6854E+13,699363857,0,0,1,0,65.21521977,7.75830337,5.527929869,6.75042608,204360.0652,18.40521603,133.1107159,8.468524554,76.3223248,48.7403501
China,2014,Solar,90881.83567,7953.024037,7547243.395,34672.53968,303.2680156,0.700808801,0.05306019,415617936.2,64.52268937,7783979486,916,69.54796671,1.77873E+14,456272719,1,1,1,1,43.09466719,8.034564464,5.696324426,6.203020918,781469.7156,22.92261128,211.8405912,9.425766551,61.42469923,94.18836596
France,2014,Hydro,66793.22647,41671.02352,618487454.1,687234.78,163.8316683,0.071630721,0.398408341,140942281.5,0.144976523,8702207785,116,85.5322087,2.1322E+13,498752699,1,1,1,0,46.22843758,9.570577162,2.005608737,8.985944444,972791.4065,-1.420090352,239.317383,3.734629015,27.43201545,78.03529588
USA,2002,Hydro,7059.108927,33327.40863,7805136665,589216.3708,413.3965127,0.404146643,0.326999294,379218988.1,46.62669262,4883622577,739,43.42002487,1.28271E+14,322282811,0,1,1,0,39.76674637,1.887116988,6.592105923,8.519846944,357959.314,-4.909430989,264.1720823,11.0581043,16.6468084,69.80008013
